dimension,kappa_true,num_samples,replicate,r_bar,mpmath_mle,method,kind,kappa_hat,numerical_rel_error,statistical_rel_error
3,1.0,10000,7,0.30191608889079197,0.9599883060631635,Sra two-step (SciPy),sra,0.9599883060548351,8.67557343034978e-12,0.040011693945164906
3,1.0,10000,8,0.3249909865924071,1.043670068483327,Sra two-step (SciPy),sra,1.0436700684565139,2.569127842412147e-11,0.04367006845651389
3,1.0,10000,9,0.3158660997733107,1.0102777581148594,Sra two-step (SciPy),sra,1.0102777580978164,1.6869651453895652e-11,0.010277758097816392
3,1.0,10000,10,0.3104143933989201,0.9905179279777917,Sra two-step (SciPy),sra,0.9905179279648636,1.3051861725454764e-11,0.009482072035136402
3,1.0,10000,11,0.3128117239570665,0.9991899305923587,Sra two-step (SciPy),sra,0.9991899305777519,1.4618713440623122e-11,0.0008100694222481497
3,1.0,10000,12,0.3157401446705101,1.0098196492994151,Sra two-step (SciPy),sra,1.0098196492824794,1.6771099788552902e-11,0.009819649282479359
3,1.0,10000,13,0.31600685676132817,1.0107897919946944,Sra two-step (SciPy),sra,1.0107897919775302,1.6981048029222617e-11,0.010789791977530161
3,1.0,10000,14,0.3072615306379381,0.9791533062205257,Sra two-step (SciPy),sra,0.9791533062095295,1.1230318967970977e-11,0.02084669379047055
3,1.0,10000,15,0.3115226512133288,0.9945235684708735,Sra two-step (SciPy),sra,0.9945235684571937,1.3755164257753265e-11,0.005476431542806304
3,1.0,10000,16,0.30491172552458295,0.9707127748644916,Sra two-step (SciPy),sra,0.9707127748547542,1.0031219670967219e-11,0.029287225145245843
3,1.0,10000,17,0.31669632947794285,1.0132992634003133,Sra two-step (SciPy),sra,1.0132992633825446,1.7535466630351333e-11,0.013299263382544613
3,1.0,10000,18,0.3188779455484559,1.021254710340292,Sra two-step (SciPy),sra,1.021254710320473,1.940655460496199e-11,0.02125471032047299
3,1.0,10000,19,0.3288893168711548,1.0580617860515589,Sra two-step (SciPy),sra,1.0580617860191304,3.064897036617479e-11,0.05806178601913037
3,1.0,10000,0,0.3002496396077244,0.954039564602535,Converged Newton (SciPy),converged,0.9540395645949041,7.998510961476966e-12,0.04596043540509587
3,1.0,10000,1,0.31366626211441556,1.002287592926288,Converged Newton (SciPy),converged,1.0022875929110349,1.5218318772346485e-11,0.0022875929110348636
3,1.0,10000,2,0.30323667173083385,0.9647111092704517,Converged Newton (SciPy),converged,0.9647111092615273,9.250869690819478e-12,0.035288890738472745
3,1.0,10000,3,0.3102030300836074,0.9897546313273567,Converged Newton (SciPy),converged,0.9897546313145678,1.2921376352049285e-11,0.010245368685432243
3,1.0,10000,4,0.3167084438221965,1.0133433762464463,Converged Newton (SciPy),converged,1.0133433762286668,1.754544019561746e-11,0.01334337622866677
3,1.0,10000,5,0.31196340692198343,0.9961182037993265,Converged Newton (SciPy),converged,0.9961182037853368,1.404421506939449e-11,0.0038817962146632246
3,1.0,10000,6,0.31723091615490007,1.015246561815687,Converged Newton (SciPy),converged,1.0152465617974349,1.7977964379603726e-11,0.015246561797434888
3,1.0,10000,7,0.30191608889079197,0.9599883060631635,Converged Newton (SciPy),converged,0.9599883060548351,8.67557343034978e-12,0.040011693945164906
3,1.0,10000,8,0.3249909865924071,1.043670068483327,Converged Newton (SciPy),converged,1.0436700684565139,2.569127842412147e-11,0.04367006845651389
3,1.0,10000,9,0.3158660997733107,1.0102777581148594,Converged Newton (SciPy),converged,1.0102777580978164,1.6869651453895652e-11,0.010277758097816392
3,1.0,10000,10,0.3104143933989201,0.9905179279777917,Converged Newton (SciPy),converged,0.9905179279648636,1.3051861725454764e-11,0.009482072035136402
3,1.0,10000,11,0.3128117239570665,0.9991899305923587,Converged Newton (SciPy),converged,0.9991899305777519,1.4618713440623122e-11,0.0008100694222481497
3,1.0,10000,12,0.3157401446705101,1.0098196492994151,Converged Newton (SciPy),converged,1.0098196492824794,1.6771099788552902e-11,0.009819649282479359
3,1.0,10000,13,0.31600685676132817,1.0107897919946944,Converged Newton (SciPy),converged,1.0107897919775302,1.6981048029222617e-11,0.010789791977530161
3,1.0,10000,14,0.3072615306379381,0.9791533062205257,Converged Newton (SciPy),converged,0.9791533062095295,1.1230318967970977e-11,0.02084669379047055
3,1.0,10000,15,0.3115226512133288,0.9945235684708735,Converged Newton (SciPy),converged,0.9945235684571937,1.3755164257753265e-11,0.005476431542806304
3,1.0,10000,16,0.30491172552458295,0.9707127748644916,Converged Newton (SciPy),converged,0.9707127748547542,1.0031219670967219e-11,0.029287225145245843
3,1.0,10000,17,0.31669632947794285,1.0132992634003133,Converged Newton (SciPy),converged,1.0132992633825446,1.7535466630351333e-11,0.013299263382544613
3,1.0,10000,18,0.3188779455484559,1.021254710340292,Converged Newton (SciPy),converged,1.021254710320473,1.940655460496199e-11,0.02125471032047299
3,1.0,10000,19,0.3288893168711548,1.0580617860515589,Converged Newton (SciPy),converged,1.0580617860191304,3.064897036617479e-11,0.05806178601913037
3,1.0,10000,0,0.3002496396077244,0.954039564602535,Banerjee (Torch),closed_form,0.9602476366749026,0.0065071432073720995,0.03975236332509735
3,1.0,10000,1,0.31366626211441556,1.002287592926288,Banerjee (Torch),closed_form,1.0094550240617344,0.007151072392825178,0.009455024061734374
3,1.0,10000,2,0.30323667173083385,0.9647111092704517,Banerjee (Torch),closed_form,0.971123901739248,0.006647370810983937,0.028876098260751992
3,1.0,10000,3,0.3102030300836074,0.9897546313273567,Banerjee (Torch),closed_form,0.9966644741649308,0.00698136954237561,0.003335525835069242
